Player_initial_last,tournament id,player id,hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,made_cut,pos,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,player,Unnamed: 2,Unnamed: 3,Unnamed: 4,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
P. Malnati,401353224,5692,144,150,23.5,15.7,19,0,1,0,2,0,NA,0,0,0,23.5,16.7,19,Peter Malnati,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,0.85,0.39,-3.11,-0.17,-2.89,-2.04
P. Perez,401353224,707,288,287,66,57.8,59,3,14.6,3,4,1,26,3,2,0,72,74.4,62,Pat Perez,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T26,0.3,0.8,0.69,-0.45,1.05,1.35
P. Reed,401353224,5579,288,294,48.5,39.6,52,0,7.2,0,4,1,53,0,0,0,48.5,46.8,52,Patrick Reed,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T53,-0.48,0.85,-0.64,-0.13,0.08,-0.4
P. Rodgers,401353224,6825,144,149,14.5,11.6,25,0,0,0,2,0,NA,0,0,0,14.5,11.6,25,Patrick Rodgers,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,-0.46,-0.64,-1.34,0.91,-1.08,-1.54
R. Brehm,401353224,1548,144,156,10.5,0.7,13,0,0,0,2,0,NA,0,0,0,10.5,0.7,13,Ryan Brehm,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,-0.32,-1.57,-2.5,-0.65,-4.71,-5.04
R. Cabrera Bello,401353224,4321,144,148,21.5,17.5,23,0,1,0,2,0,NA,0,0,0,21.5,18.5,23,Rafa Cabrera Bello,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,0.82,1.16,-2.13,-0.88,-1.85,-1.04
R. Fowler,401353224,3702,288,296,47.5,38.1,50,0,0.6,0,4,1,64,0,0,0,47.5,38.7,50,Rickie Fowler,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T64,-0.8,-0.28,0.01,0.16,-0.1,-0.9
R. Knox,401353224,4483,144,157,15.5,3.5,10,0,0,0,2,0,NA,0,0,0,15.5,3.5,10,Russell Knox,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,-1.74,-0.78,-1.57,-1.45,-3.8,-5.54
R. McIlroy,401353224,3470,288,286,67,58,62,0,12.4,0,4,1,18,5,4,2,72,74.4,64,Rory McIlroy,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,NA,NA,NA,NA,NA,NA,NA
R. Moore,401353224,809,288,303,31,19.1,38,0,0.6,0,4,1,70,0,0,0,31,19.7,38,Ryan Moore,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,70,-0.73,-0.61,-0.54,-0.78,-1.92,-2.65
R. Palmer,401353224,962,144,160,13,0.899999999999999,8,0,0.2,0,2,0,NA,0,0,0,13,1.1,8,Ryan Palmer,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,-0.98,-0.62,-4.04,-1.4,-6.06,-7.04
R. Streb,401353224,5619,144,147,26,20.7,24,0,0.6,0,2,0,NA,0,0,0,26,21.3,24,Robert Streb,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,0.13,-0.94,-0.45,0.73,-0.66,-0.54
S. Cink,401353224,78,144,152,22,14.6,19,0,1,0,2,0,NA,0,0,0,22,15.6,19,Stewart Cink,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,0.99,-1.23,-3.01,0.21,-4.03,-3.04
S. Im,401353224,11382,288,284,59.5,56.3,67,0,7,0,4,1,10,7,6,4,66.5,69.3,71,Sungjae Im,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T10,0.38,0.15,0.91,0.66,1.72,2.1
S. Kim,401353224,7081,288,285,60,55.9,64,0,1.6,0,4,1,13,6,5,3,66,62.5,67,Si Woo Kim,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T13,0.35,0.94,0.1,0.46,1.49,1.85
S. Lowry,401353224,4587,288,289,55.5,47.8,59,0,5.8,0,4,1,32,2,1,0,57.5,54.6,59,Shane Lowry,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T32,0.18,0.5,0.32,-0.15,0.67,0.85
S. Power,401353224,6001,144,148,22,17,24,0,0.8,0,2,0,NA,0,0,0,22,17.8,24,Seamus Power,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,-1.97,-0.09,0.64,0.38,0.94,-1.04
S. Ryder,401353224,7001,144,147,23,18.5,26,0,0.4,0,2,0,NA,0,0,0,23,18.9,26,Sam Ryder,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,-1.64,-0.05,0.66,0.5,1.1,-0.54
S. Stallings,401353224,3378,144,152,17,9.4,18,0,0.2,0,2,0,NA,0,0,0,17,9.6,18,Scott Stallings,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,-1.98,-0.16,-0.78,-0.12,-1.06,-3.04
S. Straka,401353224,8961,288,291,50.5,42.6,57,0,1.4,0,4,1,45,1,0,0,51.5,44,57,Sepp Straka,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T45,0.81,-0.52,0,0.06,-0.46,0.35
S. Theegala,401353224,10980,288,282,68.5,63.9,69,3,12.8,3,4,1,5,14,14,9,85.5,90.7,81,Sahith Theegala,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T5,0.06,0.4,1.48,0.65,2.54,2.6
T. Hoge,401353224,6086,144,149,24,17.6,23,0,1.2,0,2,0,NA,0,0,0,24,18.8,23,Tom Hoge,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,0.07,-1.16,0.12,-0.57,-1.6,-1.54
T. Merritt,401353224,3970,288,294,47.5,38.1,51,0,5.2,0,4,1,53,0,0,0,47.5,43.3,51,Troy Merritt,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T53,0,0.17,-0.55,-0.03,-0.4,-0.4
T. Moore,401353224,10664,144,152,15,8.8,18,0,0.6,0,2,0,NA,0,0,0,15,9.4,18,Taylor Moore,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,-0.31,-1.18,-0.75,-0.8,-2.73,-3.04
V. Hovland,401353224,4364873,288,293,57.5,43.6,51,0,12.2,0,4,1,51,0,0,0,57.5,55.8,51,Viktor Hovland,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T51,1.46,-1.49,-0.22,0.1,-1.61,-0.15
W. Clark,401353224,11119,288,290,58,49.2,56,3,7.2,3,4,1,37,2,1,0,63,57.4,59,Wyndham Clark,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T37,0.03,1.07,0.04,-0.54,0.57,0.6
W. McGirt,401353224,3532,144,147,24.5,19.6,25,0,6.2,0,2,0,NA,0,0,0,24.5,25.8,25,William McGirt,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,CUT,0.17,-0.66,-0.34,0.29,-0.7,-0.54
W. Zalatoris,401353224,9877,288,282,74.5,67.1,65,6,19.6,6,4,1,5,14,14,9,94.5,100.7,80,Will Zalatoris,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T5,0.37,-0.13,1.19,1.16,2.23,2.6
X. Schauffele,401353224,10140,288,286,73,62.4,58,6,15.4,6,4,1,18,5,4,2,84,81.8,66,Xander Schauffele,NA,NA,NA,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",2022-06-05,12,2022,0,T18,-0.35,0.7,1.88,-0.63,1.95,1.6
A. Ancer,401353225,9261,140,142,23.5,20.5,27,0,0.4,0,2,0,NA,0,0,0,23.5,20.9,27,Abraham Ancer,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.17,0.58,-0.36,0.24,0.47,-0.7
A. Long,401353225,6015,280,281,48.5,44.4,61,0,1.6,0,4,1,35,2,1,0,50.5,47,61,Adam Long,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T35,-0.58,0.04,1.49,-0.33,1.2,0.62
A. Putnam,401353225,5502,280,277,60.5,55.4,65,3,12.2,3,4,1,15,6,5,3,69.5,72.6,71,Andrew Putnam,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T15,1.08,0.98,-0.1,-0.34,0.54,1.62
A. Rai,401353225,10906,280,289,41.5,31.4,47,0,0.4,0,4,1,68,0,0,0,41.5,31.8,47,Aaron Rai,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,68,-0.6,-0.34,-0.05,-0.39,-0.78,-1.38
A. Schenk,401353225,10372,140,142,24,20,28,3,5.6,4,2,0,NA,0,0,0,27,25.6,32,Adam Schenk,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,0.62,0.17,-1.5,0.01,-1.32,-0.7
A. Smalley,401353225,9484,280,280,55.5,50.2,62,3,5.4,4,4,1,27,3,2,0,61.5,57.6,66,Alex Smalley,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T27,0.01,1.13,-0.39,0.13,0.86,0.87
A. Svensson,401353225,9127,280,282,50,43,60,0,0.2,0,4,1,40,2,1,0,52,44.2,60,Adam Svensson,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T40,0.39,-0.76,0.54,0.2,-0.02,0.37
B. Haas,401353225,774,280,280,58.5,51.1,61,0,5.8,0,4,1,27,3,2,0,61.5,58.9,61,Bill Haas,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T27,0.94,0.07,-0.24,0.11,-0.07,0.87
B. Harman,401353225,1225,140,143,24,20.1,24,0,5.8,0,2,0,NA,0,0,0,24,25.9,24,Brian Harman,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.04,0.96,-2.04,-0.08,-1.16,-1.2
B. Horschel,401353225,1651,140,143,25,19.1,26,3,1.4,3,2,0,NA,0,0,0,28,20.5,29,Billy Horschel,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.22,-0.5,-0.78,0.31,-0.97,-1.2
B. Hossler,401353225,6011,280,278,61,54.8,66,3,11,4,4,1,21,4,3,1,68,68.8,71,Beau Hossler,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T21,-0.25,0.56,0.68,0.39,1.63,1.37
B. Snedeker,401353225,1222,280,285,49.5,39.8,55,3,6.2,3,4,1,57,0,0,0,52.5,46,58,Brandt Snedeker,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T57,-0.12,0.01,0.82,-1.09,-0.26,-0.38
B. Stuard,401353225,3599,140,143,28,21.3,24,0,6.4,0,2,0,NA,0,0,0,28,27.7,24,Brian Stuard,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.04,0.67,-0.61,-0.22,-0.15,-1.2
B. Todd,401353225,3454,280,272,70.5,66.9,73,3,12.8,4,4,1,3,18,18,11,91.5,97.7,88,Brendon Todd,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,3,1.33,0.49,0.39,0.66,1.54,2.87
B. Wu,401353225,4355673,140,148,16,10.3,19,0,0.6,0,2,0,NA,0,0,0,16,10.9,19,Brandon Wu,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-2,-0.19,-1.87,0.36,-1.69,-3.7
C. Bezuidenhout,401353225,9243,280,277,57,53.7,66,0,1.4,0,4,1,15,6,5,3,63,60.1,69,Christiaan Bezuidenhout,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T15,0.92,-0.57,1.3,-0.03,0.71,1.62
C. Davis,401353225,10863,280,275,66.5,62.2,65,0,11.6,0,4,1,7,10,10,7,76.5,83.8,72,Cameron Davis,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T7,0.52,0.47,0.81,0.33,1.6,2.12
C. Hoffman,401353225,205,280,287,47.5,36.8,51,0,1,0,4,1,66,0,0,0,47.5,37.8,51,Charley Hoffman,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,66,-1.53,-0.54,0.95,0.24,0.65,-0.88
C. Kirk,401353225,3449,280,277,60,55.9,64,0,5.2,0,4,1,15,6,5,3,66,66.1,67,Chris Kirk,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T15,0.54,0.63,0.03,0.42,1.08,1.62
C. Morikawa,401353225,10592,280,282,51,44.6,58,0,1,0,4,1,40,2,1,0,53,46.6,58,Collin Morikawa,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T40,-0.86,0.21,1.41,-0.39,1.23,0.37
C. Ortiz,401353225,5532,140,142,28.5,23.3,25,3,6.4,3,2,0,NA,0,0,0,31.5,29.7,28,Carlos Ortiz,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,1.31,-0.17,-1.77,-0.06,-2,-0.7
C. Pan,401353225,6017,280,284,52.5,43.3,53,3,11.8,3,4,1,52,0,0,0,55.5,55.1,56,C.T. Pan,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T52,0.75,-0.74,0.54,-0.68,-0.88,-0.13
C. Reavie,401353225,769,280,280,57.5,50.9,59,0,11.2,0,4,1,27,3,2,0,60.5,64.1,59,Chez Reavie,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T27,-0.55,0.41,0.41,0.6,1.42,0.87
C. Tringale,401353225,4645,140,144,24.5,19.7,21,3,6.6,3,2,0,NA,0,0,0,27.5,26.3,24,Cameron Tringale,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.81,-0.49,-0.78,0.38,-0.89,-1.7
C. Villegas,401353225,1264,140,142,25,21.6,26,0,6,0,2,0,NA,0,0,0,25,27.6,26,Camilo Villegas,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.66,0.49,-0.72,0.2,-0.04,-0.7
D. Berger,401353225,9025,280,279,63.5,56.4,59,0,1.8,0,4,1,23,4,3,1,67.5,61.2,60,Daniel Berger,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T23,-0.53,0.96,0.53,0.17,1.66,1.12
D. Frittelli,401353225,5167,280,281,59,50.7,58,0,2,0,4,1,35,2,1,0,61,53.7,58,Dylan Frittelli,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T35,0.23,-0.23,0.34,0.28,0.39,0.62
D. Ghim,401353225,11456,140,151,9,2.1,14,0,0,0,2,0,NA,0,0,0,9,2.1,14,Doug Ghim,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-2.35,-1.65,-1.19,-0.01,-2.85,-5.2
D. Lee,401353225,3950,280,279,60,53.5,60,6,17.8,7,4,1,23,4,3,1,70,74.3,68,Danny Lee,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T23,1.67,0.73,-0.91,-0.37,-0.54,1.12
D. Lipsky,401353225,6701,280,283,52,43.7,56,3,1.6,3,4,1,48,1,0,0,56,45.3,59,David Lipsky,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T48,0.55,-0.38,0.02,-0.06,-0.42,0.12
D. McCarthy,401353225,10054,280,280,59,52,58,0,10.8,0,4,1,27,3,2,0,62,64.8,58,Denny McCarthy,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T27,1.22,0.01,-0.1,-0.25,-0.35,0.87
D. Redman,401353225,11448,140,145,24,17.6,23,0,0,0,2,0,NA,0,0,0,24,17.6,23,Doc Redman,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.81,-1.6,0.22,-0.01,-1.39,-2.2
D. Riley,401353225,10058,280,273,69,64.7,70,6,17.6,7,4,1,4,16,16,10,91,98.3,87,Davis Riley,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T4,0.51,0.28,1.91,-0.09,2.11,2.62
E. Compton,401353225,646,140,147,16,10.3,20,0,0.2,0,2,0,NA,0,0,0,16,10.5,20,Erik Compton,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,0.72,-1.74,-1.18,-0.99,-3.91,-3.2
E. Grillo,401353225,5882,280,286,46,37,52,3,1.4,3,4,1,63,0,0,0,49,38.4,55,Emiliano Grillo,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T63,-0.83,-0.15,0.06,0.29,0.2,-0.63
E. van Rooyen,401353225,9364,140,144,18.5,15.3,25,0,0.2,0,2,0,NA,0,0,0,18.5,15.5,25,Erik van Rooyen,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,NA,NA,NA,NA,NA,NA,NA
G. Higgo,401353225,11393,140,146,17,11.8,22,0,0.4,0,2,0,NA,0,0,0,17,12.2,22,Garrick Higgo,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.72,-0.99,-0.29,0.3,-0.98,-2.7
G. Sigg,401353225,11333,140,145,19,14.9,22,0,0.2,0,2,0,NA,0,0,0,19,15.1,22,Greyson Sigg,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.32,-1.03,0.32,-0.17,-0.88,-2.2
G. Woodland,401353225,3550,140,144,21.5,17.5,23,0,0.4,0,2,0,NA,0,0,0,21.5,17.9,23,Gary Woodland,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.07,-0.59,-0.16,0.12,-0.63,-1.7
H. Buckley,401353225,4364752,140,148,12,6.6,20,0,0,0,2,0,NA,0,0,0,12,6.6,20,Hayden Buckley,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.75,-0.08,-3.02,0.15,-2.95,-3.7
H. Higgs,401353225,4844,280,295,37.5,21.6,39,0,1,0,4,1,69,0,0,0,37.5,22.6,39,Harry Higgs,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,69,-0.39,0.22,-1.28,-1.42,-2.48,-2.88
H. Varner III,401353225,6991,280,280,68,57,62,6,13.4,7,4,1,27,3,2,0,77,72.4,69,Harold Varner III,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T27,0.4,0.61,0.09,-0.23,0.47,0.87
I. Poulter,401353225,619,280,282,56.5,49.5,53,0,2,0,4,1,40,2,1,0,58.5,52.5,53,Ian Poulter,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T40,1.29,0.12,-1.31,0.28,-0.92,0.37
J. Dahmen,401353225,6196,280,286,48.5,39.6,52,0,1,0,4,1,63,0,0,0,48.5,40.6,52,Joel Dahmen,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T63,-0.42,-0.46,0.37,-0.12,-0.2,-0.63
J. Dufner,401353225,110,140,143,26,20.7,24,3,6.4,3,2,0,NA,0,0,0,29,27.1,27,Jason Dufner,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.76,0.44,-0.1,-0.78,-0.44,-1.2
J. Hahn,401353225,5025,140,149,13,5.7,18,0,0.2,0,2,0,NA,0,0,0,13,5.9,18,James Hahn,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.53,-0.52,-3.2,0.06,-3.66,-4.2
J. Huh,401353225,5797,280,276,67,60.4,66,0,11.6,0,4,1,12,6,5,3,73,77,69,John Huh,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T12,-0.32,0.93,0.88,0.38,2.19,1.87
J. Kokrak,401353225,3317,280,288,50,37,48,0,1,0,4,1,67,0,0,0,50,38,48,Jason Kokrak,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,67,-0.86,-1.23,0.45,0.51,-0.27,-1.13
J. Pak,401353225,4691933,140,148,14.5,9.3,17,0,0.4,0,2,0,NA,0,0,0,14.5,9.7,17,John Pak,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.26,-0.92,-0.85,-0.67,-2.44,-3.7
J. Poston,401353225,10505,140,145,21.5,15,23,0,1.2,0,2,0,NA,0,0,0,21.5,16.2,23,J.T. Poston,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.07,-0.54,0.04,-1.63,-2.13,-2.2
J. Rose,401353225,569,140,143,23,18.5,26,0,0.4,0,2,0,NA,0,0,0,23,18.9,26,Justin Rose,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.84,0.71,-0.82,-0.25,-0.36,-1.2
J. Spieth,401353225,5467,280,275,65,61.1,66,6,12.2,7,4,1,7,10,10,7,81,83.3,80,Jordan Spieth,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T7,0.06,1.11,0.13,0.83,2.07,2.12
J. Thomas,401353225,4848,140,143,27.5,21.7,26,0,0,0,2,0,NA,0,0,0,27.5,21.7,26,Justin Thomas,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.07,0.41,-2.41,0.87,-1.12,-1.2
K. Hickok,401353225,10363,140,142,22,19.4,28,0,0,0,2,0,NA,0,0,0,22,19.4,28,Kramer Hickok,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.93,0.07,1.27,-1.11,0.24,-0.7
K. Kisner,401353225,2552,140,143,18.5,15.2,29,0,0,0,2,0,NA,0,0,0,18.5,15.2,29,Kevin Kisner,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.13,0.09,-0.76,0.6,-0.07,-1.2
K. Kitayama,401353225,10364,280,282,56.5,46.8,60,3,11.8,4,4,1,40,2,1,0,61.5,59.6,64,Kurt Kitayama,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T40,-0.43,0.49,-0.27,0.58,0.8,0.37
K. Lee,401353225,7083,140,142,26.5,22.6,28,3,6.2,3,2,0,NA,0,0,0,29.5,28.8,31,Kyoung-Hoon Lee,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.26,0.55,0.55,-0.53,0.56,-0.7
K. Na,401353225,318,280,275,66.5,60.8,69,0,6.4,0,4,1,7,10,10,7,76.5,77.2,76,Kevin Na,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T7,0.34,0.79,1.96,-0.97,1.78,2.12
K. Streelman,401353225,1077,140,145,16,12.7,24,0,0,0,2,0,NA,0,0,0,16,12.7,24,Kevin Streelman,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-0.99,-1.93,0.63,0.09,-1.21,-2.2
K. Tway,401353225,3793,140,147,17.5,11.4,19,0,0.6,0,2,0,NA,0,0,0,17.5,12,19,Kevin Tway,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,CUT,-1.03,-0.14,-2.01,-0.02,-2.17,-3.2
L. Donald,401353225,601,280,282,54,46.8,56,0,2,0,4,1,40,2,1,0,56,49.8,56,Luke Donald,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T40,-0.26,0.77,0.71,-0.85,0.63,0.37
L. Glover,401353225,676,280,282,52,43.6,60,0,0.8,0,4,1,40,2,1,0,54,45.4,60,Lucas Glover,NA,NA,NA,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",2022-05-29,8.4,2022,0,T40,-1.51,-0.23,1.77,0.34,1.89,0.37
